Security Code,Issuer Name,Symbol,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation
532895,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Active,B,5,INE245I01016,Investment Company,31.54
532896,MAGNUM VENTURES LIMITED,MAGNUM,MAGNUM VENTURES LTD.,Active,B,10,INE387I01016,Paper & Paper Products,324.55
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A,10,INE752E01010,Power - Transmission,294550.12
532899,Kaveri Seed Company Ltd,KSCL,KAVERI SEED COMPANY LTD.,Active,A,2,INE455I01029,Other Agricultural Products,4760.17
532900,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A,1,INE420C01059,Non Banking Financial Company (NBFC),4101.37
532902,Consolidated Construction Consortium Ltd,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,Active,T,2,INE429I01024,Residential- Commercial Projects,683.85
532904,Supreme Infrastructure India Limited,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,Active,Z,10,INE550H01011,Civil Construction,325.21
532906,MAAN ALUMINIUM LIMITED,MAANALU,MAAN ALUMINIUM LTD.,Active,B,5,INE215I01027,Aluminium,1037.62
532907,IL&FS Engineering and Construction Company Ltd,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,Z,10,INE369I01014,Civil Construction,609.71
532911,PARLE INDUSTRIES LIMITED,PARLEIND,Parle Industries Ltd,Active,XT,10,INE272G01014,Diversified Commercial Services,17.08
532915,Religare Enterprises Ltd,RELIGARE,RELIGARE ENTERPRISES LTD.,Active,A,10,INE621H01010,Investment Company,8212.79
532916,BARAK VALLEY CEMENTS LIMITED,BVCL,BARAK VALLEY CEMENTS LTD.,Active,B,10,INE139I01011,Cement & Cement Products,119.8
532918,RATHI BARS LIMITED,RATHIBAR,RATHI BARS LTD.,Active,X,10,INE575I01016,Iron & Steel Products,75.45
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A,2,INE742F01042,Port & Port services,287136.47
532922,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A,1,INE532F01054,Holding Company,10311.76
532923,RENAISSANCE GLOBAL LIMITED,RGL,Renaissance Global Ltd,Active,B,2,INE722H01024,Gems- Jewellery And Watches,1776.06
532924,Kolte-Patil Developers Ltd,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,B,10,INE094I01018,Residential- Commercial Projects,2749.08
532925,Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Active,B,1000,INE234I01028,Hotels & Resorts,31.11
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A,1,INE668F01031,Household Products,18035.45
532927,eClerx Services Limited,ECLERX,ECLERX SERVICES LTD.,Active,A,10,INE738I01010,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),14308.93
532928,Transformers and Rectifiers (India) Limited,TARIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,Active,T,1,INE763I01026,Heavy Electrical Equipment,14254.88
532929,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,A,10,INE791I01019,Residential- Commercial Projects,29767.29
532930,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,B,10,INE661I01014,Civil Construction,306.47
532931,Burnpur Cement Limited,BURNPUR,BURNPUR CEMENT LTD.,Active,T,10,INE817H01014,Cement & Cement Products,59.43
532932,MANAKSIA LIMITED,MANAKSIA,MANAKSIA LTD.,Active,B,2,INE015D01022,Iron & Steel Products,602.91
532933,PORWAL AUTO COMPONENTS LIMITED,PORWAL,PORWAL AUTO COMPONENTS LTD.,Active,X,10,INE386I01018,Auto Components & Equipments,96.64
532934,PPAP Automotive Limited,PPAP,PPAP Automotive Limited,Active,B,10,INE095I01015,Auto Components & Equipments,262.15
532935,Aries Agro Limited,ARIES,ARIES AGRO LTD.,Active,B,10,INE298I01015,Fertilizers,339.48
532937,Kuantum Papers Limited,KUANTUM,KUANTUM PAPERS LTD.,Active,B,1,INE529I01021,Paper & Paper Products,1185.48
532939,Reliance Power Limited,RPOWER,RELIANCE POWER LTD.,Active,T,10,INE614G01033,Power Generation,16630.26
532940,J. Kumar Infraprojects Limited,JKIL,J.KUMAR INFRAPROJECTS LTD.,Active,A,5,INE576I01022,Civil Construction,5629.51
532941,Cords Cable Industries Limited,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Active,B,10,INE792I01017,Cables - Electricals,281.83
532942,KNR Constructions Limited,KNRCON,KNR CONSTRUCTIONS LTD.,Active,A,2,INE634I01029,Civil Construction,8209.24
532944,OnMobile Global Ltd.,ONMOBILE,OnMobile Global Ltd.,Active,B,10,INE809I01019,Other Telecom Services,845.25
532945,SEPC LIMITED,SEPC,SEPC Ltd,Active,A,10,INE964H01014,Civil Construction,4168.72
532946,Bang Overseas Ltd,BANG,BANG OVERSEAS LTD.,Active,B,10,INE863I01016,Garments & Apparels,72.61
532947,IRB Infrastructure Developers Limited,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Active,A,1,INE821I01022,Civil Construction,31161.24
532951,GSS Infotech Ltd,GSS,GSS INFOTECH LTD.,Active,B,10,INE871H01011,IT Enabled Services,181.79
532952,Nahar Capital & Financial Services Ltd.,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Active,B,5,INE049I01012,Investment Company,515.7
532953,V-Guard Industries Ltd.,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A,1,INE951I01027,Household Appliances,19168.1
532955,REC LIMITED,RECLTD,REC Ltd,Active,A,10,INE020B01018,Financial Institution,138639.24
532957,GOKAK TEXTILES LTD.,GOKAKTEX,GOKAK TEXTILES LTD.,Active,X,10,INE642I01014,Other Textile Products,143.96
532960,Dhani Services Limited,DHANI,Dhani Services Ltd,Active,A,2,INE274G01010,Other Financial Services,3634.48
532966,TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,Titagarh Rail Systems Ltd,Active,A,2,INE615H01020,Railway Wagons,16065.23
532967,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,B,10,INE415I01015,Dyes And Pigments,2081.4
532974,Aditya Birla Money Ltd,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,T,1,INE865C01022,Stockbroking & Allied,905.28
532975,TELOGICA LIMITED,TELOGICA,Telogica Ltd,Active,Z,5,INE778I01024,Telecom - Equipment & Accessories,56.72
532976,Jai Balaji Industries Limited,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Active,B,10,INE091G01018,Iron & Steel,19257.63
532977,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A,10,INE917I01010,2/3 Wheelers,274258.9
532978,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A,1,INE918I01026,Holding Company,277260.37
532980,Gokul Refoils and Solvent Limited,GOKUL,GOKUL REFOILS & SOLVENT LTD.,Active,B,2,INE020J01029,Edible Oil,579.32
532983,RPG Life Sciences Limited,RPGLIFE,RPG LIFE SCIENCES LTD.,Active,B,8,INE105J01010,Pharmaceuticals,4360.59
532985,Kotak Mahindra Mutual Fund,SENSEX1,Kotak S&P BSE Sensex ETF,Active,A,1,INF174KA1JD7,Mutual Fund Scheme - ETF,18.68
532986,Niraj Cement Structurals Limited,NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,Active,T,10,INE368I01016,Civil Construction,240.57
532987,Rane Brake Lining Limited,RBL,RANE BRAKE LINING LTD.,Active,T,10,INE244J01017,Auto Components & Equipments,746.71
532988,Rane Engine Valve Limited,RANEENGINE,RANE ENGINE VALVE LTD.,Active,T,10,INE222J01013,Auto Components & Equipments,310.25
532989,Bafna Pharmaceuticals Limited,BAFNAPH,BAFNA PHARMACEUTICALS LTD.,Active,T,10,INE878I01022,Pharmaceuticals,182.15
532992,CHL Limited,CHLLTD,CHL LTD.,Active,X,2,INE790D01020,Hotels & Resorts,188.74
532993,SEJAL GLASS LIMITED,SEJALLTD,Sejal Glass Ltd,Active,T,10,INE955I01044,Glass - Industrial,667.56
532994,Archidply Industries Limited,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,Active,B,10,INE877I01016,Plywood Boards/ Laminates,238.08
532998,Lotus Eye Hospital And Institute Limited,LOTUSEYE,Lotus Eye Hospital And Institute Ltd,Active,T,10,INE947I01017,Hospital,145.99
533001,SOMI CONVEYOR BELTINGS LIMITED,SOMICONVEY,SOMI CONVEYOR BELTINGS LTD.,Active,T,10,INE323J01019,Industrial Products,183.59
533007,LGB Forge Limited,LGBFORGE,LGB FORGE LTD.,Active,X,1,INE201J01017,Auto Components & Equipments,252.97
533012,Landmark Property Development Company Ltd.,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Active,B,1,INE197J01017,Real Estate related services,134.14
533014,Sicagen India Limited,SICAGEN,SICAGEN INDIA LTD.,Active,XT,10,INE176J01011,Trading & Distributors,336.76
533018,SIMPLEX MILLS COMPANY LIMITED,SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,Active,XT,1000,INE457H01027,Other Textile Products,13.43
533019,SIMPLEX PAPERS LTD.,SIMPLXPAP,SIMPLEX PAPERS LTD.,Active,XT,1000,INE456H01029,Paper & Paper Products,7.34
533022,20 Microns Limited,20MICRONS,20 MICRONS LTD.,Active,T,5,INE144J01027,Industrial Minerals,909.51
533023,ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,Active,A,5,INE342J01019,Auto Components & Equipments,27389.19
533029,Alkali Metals Limited,ALKALI,ALKALI METALS LTD.,Active,B,10,INE773I01017,Specialty Chemicals,117.35
533033,ISGEC Heavy Engineering Limited,ISGEC,ISGEC Heavy Engineering Ltd,Active,A,1,INE858B01029,Civil Construction,9692.66
533047,Indian Metals & Ferro Alloys Limited,IMFA,INDIAN METALS & FERRO ALLOYS LTD.,Active,B,10,INE919H01018,Ferro & Silica Manganese,3701.52
533048,Teamo Productions HQ Limited,TPHQ,Teamo Productions HQ Ltd,Active,B,1,INE065J01024,Civil Construction,135.54
533056,VEDAVAAG Systems Limited,VEDAVAAG,VEDAVAAG SYSTEMS LTD.,Active,X,10,INE359B01010,IT Enabled Services,174.44
533078,Manjeera Constructions Limited,MANJEERA,MANJEERA CONSTRUCTIONS LTD.,Active,Z,10,INE320D01018,Residential- Commercial Projects,39.4
533080,Mold-Tek Packaging Limited,MOLDTKPAC,Mold-Tek Packaging Limited,Active,B,5,INE893J01029,Packaging,2421.06
533088,Mahindra Holidays & Resorts India Limited,MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Active,A,10,INE998I01010,Hotels & Resorts,7484.16
533090,Excel Realty N Infra Limited,EXCEL,Excel Realty N Infra Ltd,Active,B,1,INE688J01023,Trading & Distributors,139.66
533093,RAJ OIL MILLS LIMITED,ROML,RAJ OIL MILLS LTD.,Active,B,10,INE294G01026,Edible Oil,77.69
533095,Bengal & Assam Company Limited,BENGALASM,BENGAL & ASSAM COMPANY LTD.,Active,B,10,INE083K01017,Non Banking Financial Company (NBFC),11205.96
533096,Adani Power Limited,ADANIPOWER,ADANI POWER LTD.,Active,A,10,INE814H01011,Integrated Power Utilities,232708.41
533098,NHPC Limited,NHPC,NHPC LTD.,Active,A,10,INE848E01016,Power Generation,80521
533101,Suryaamba Spinning Mills Limited,SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,Active,X,10,INE360J01011,Other Textile Products,46.62
533104,Globus Spirits Limited,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,A,10,INE615I01010,Breweries & Distilleries,3069.54
533106,Oil India Limited,OIL,OIL INDIA LTD.,Active,A,10,INE274J01014,Oil Exploration & Production,80590.28
533108,Bhilwara Technical Textiles Limited,BTTL,BHILWARA TECHNICAL TEXTILES LTD.,Active,X,1,INE274K01012,Trading - Textile Products,295.37
533110,Shree Precoated Steels Limited,SPSL,SHREE PRECOATED STEELS LTD.,Active,X,10,INE318K01025,Iron & Steel Products,6.42
533121,EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,Expleo Solutions Ltd,Active,B,10,INE201K01015,IT Enabled Services,1887.98
533122,RattanIndia Power Limited,RTNPOWER,RattanIndia Power Limited,Active,A,10,INE399K01017,Integrated Power Utilities,7571.85
533137,DEN Networks Limited,DEN,Den Networks Ltd,Active,B,10,INE947J01015,TV Broadcasting & Software Production,2299.26
533138,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,B,10,INE563J01010,Pesticides & Agrochemicals,2116.66
533146,D-Link (India) Ltd,DLINKINDIA,D-Link (India) Ltd,Active,B,2,INE250K01012,Computers Hardware & Equipments,2012.24
533148,JSW Energy Limited,JSWENERGY,JSW Energy Ltd,Active,A,10,INE121E01018,Power Generation,114574.96
533149,Yunik Managing Advisors Limited,YUNIKM,Yunik Managing Advisors Ltd,Active,X,10,INE143K01019,Other Financial Services,19.73
533150,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A,5,INE484J01027,Residential- Commercial Projects,78925.15
533151,D.B.Corp Limited,DBCORP,D B Corp Ltd,Active,B,10,INE950I01011,Print Media,5861
533152,MBL Infrastructure Ltd,MBLINFRA,MBL Infrastructure Ltd,Active,T,10,INE912H01013,Civil Construction,619.56
533155,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A,2,INE797F01020,Restaurants,39066.14
533156,Vascon Engineers Limited,VASCONEQ,Vascon Engineers Ltd,Active,A,10,INE893I01013,Civil Construction,1226.63
533158,Thangamayil Jewellery Limited,THANGAMAYL,Thangamayil Jewellery Ltd,Active,B,10,INE085J01014,Gems- Jewellery And Watches,6146.37
533160,VALOR ESTATE LIMITED,DBREALTY,Valor Estate Ltd,Active,A,10,INE879I01012,Residential- Commercial Projects,8814.68
533161,Emmbi Industries Limited,EMMBI,Emmbi Industries Ltd,Active,B,10,INE753K01015,Packaging,251.2
533162,Hathway Cable & Datacom Limited,HATHWAY,Hathway Cable & Datacom Ltd,Active,A,2,INE982F01036,TV Broadcasting & Software Production,3405.68
533163,ARSS Infrastructure Projects Limited,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,T,10,INE267I01010,Civil Construction,42.97
533164,Texmo Pipes and Products Limited,TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.,Active,B,10,INE141K01013,Plastic Products - Industrial,204.69
533166,Sundaram Multi Pap Ltd.,SUNDARAM,SUNDARAM MULTI PAP LTD.,Active,B,1,INE108E01023,Stationary,129.37
533167,Coromandel Engineering Company Limited,COROENGG,COROMANDEL ENGINEERING COMPANY LTD.,Active,XT,10,INE312J01012,Residential- Commercial Projects,210.57
533168,Rossell India Limited,ROSSELLIND,ROSSELL INDIA LTD.,Active,T,2,INE847C01020,Aerospace & Defense,580.08
533169,MAN INFRACONSTRUCTION LIMITED,MANINFRA,MAN INFRACONSTRUCTION LTD.,Active,A,2,INE949H01023,Civil Construction,7163.28
533170,TAMBOLI INDUSTRIES LIMITED,TAMBOLIIN,Tamboli Industries Ltd,Active,X,10,INE864J01012,Holding Company,163.18
533177,IL&FS Transportation Networks Limited,IL&FSTRANS,IL&FS Transportation Networks Ltd,Active,Z,10,INE975G01012,Civil Construction,169.74
533179,Persistent Systems Limited,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A,5,INE262H01021,Computers - Software & Consulting,84416.15
533181,Intrasoft Technologies Limited,ISFT,INTRASOFT TECHNOLOGIES LTD.,Active,T,10,INE566K01011,E-Retail/ E-Commerce,234.89
533189,Goenka Diamond & Jewels Ltd,GOENKA,GOENKA DIAMOND & JEWELS LTD.,Active,Z,1,INE516K01024,Gems- Jewellery And Watches,32.02
533192,K C P SUGAR AND INDUSTRIES CORPORATION LTD.,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.,Active,T,1,INE790B01024,Sugar,530.64
533193,KIRLOSKAR ELECTRIC COMPANY LTD.,KECL,Kirloskar Electric Company Ltd,Active,B,10,INE134B01017,Other Electrical Equipment,1276.15
533202,SATCHMO HOLDINGS LIMITED,SATCH,Satchmo Holdings Ltd,Active,XT,10,INE639K01016,Diversified Commercial Services,74.67
533203,TARAPUR TRANSFORMERS LIMITED,TARAPUR,Tarapur Transformers Ltd,Active,T,10,INE747K01017,Heavy Electrical Equipment,55.28
533206,SJVN LIMITED,SJVN,SJVN Ltd,Active,A,10,INE002L01015,Power Generation,44622.82
533208,Emami Paper Mills Ltd.,EMAMIPAP,EMAMI PAPER MILLS LTD.,Active,B,2,INE830C01026,Paper & Paper Products,653.39
533210,Kriti Nutrients Ltd,KRITINUT,Kriti Nutrients Ltd,Active,T,1,INE798K01010,Edible Oil,725.75
533212,GKB Ophthalmics Ltd.,GKB,GKB OPHTHALMICS LTD.,Active,X,10,INE265D01015,Medical Equipment & Supplies,52.47
533217,Hindustan Media Ventures Limited,HMVL,HINDUSTAN MEDIA VENTURES LTD.,Active,B,10,INE871K01015,Print Media,663.19
533218,EMAMI REALTY LIMITED,EMAMIREAL,Emami Realty Ltd,Active,B,2,INE778K01012,Residential- Commercial Projects,383.55
533227,Asian Hotels (East) Limited,AHLEAST,ASIAN HOTELS (EAST) LTD.,Active,B,10,INE926K01017,Hotels & Resorts,293.09
533229,BAJAJ CONSUMER CARE LIMITED,BAJAJCON,Bajaj Consumer Care Ltd,Active,A,1,INE933K01021,Personal Care,3102.07
533239,Prakash Steelage Limited,PRAKASHSTL,PRAKASH STEELAGE LTD.,Active,B,1,INE696K01024,Iron & Steel Products,156.98
533248,Gujarat Pipavav Port Limited,GPPL,GUJARAT PIPAVAV PORT LTD.,Active,A,10,INE517F01014,Port & Port services,9318.3
533252,Welspun Investments and Commercials Ltd.,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Active,B,10,INE389K01018,Investment Company,347.74
533259,Sastasundar Ventures Limited,SASTASUNDR,Sastasundar Ventures Ltd,Active,B,10,INE019J01013,Healthcare Service Provider,1093.64
533260,Career Point Limited,CAREERP,CAREER POINT LTD.,Active,T,10,INE521J01018,Education,922.38
533261,Eros International Media Limited,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Active,Z,10,INE416L01017,Film Production- Distribution & Exhibition,166.89
533262,Ramky Infrastructure Limited,RAMKY,RAMKY INFRASTRUCTURE LTD.,Active,A,10,INE874I01013,Civil Construction,4312.41
533263,Orient Green Power Company Limited,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Active,B,10,INE999K01014,Power Generation,2226.41
533267,CANTABIL RETAIL INDIA LIMITED,CANTABIL,CANTABIL RETAIL INDIA LTD.,Active,B,2,INE068L01024,Garments & Apparels,1912.8
533268,SEA TV Network Limited,SEATV,SEA TV NETWORK LTD.,Active,X,10,INE351L01016,TV Broadcasting & Software Production,11.98
533269,VA Tech Wabag Limited,WABAG,VA TECH WABAG LTD.,Active,A,2,INE956G01038,Water Supply & Management,10690.85
533270,Bedmutha Industries Limited,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,B,10,INE844K01012,Iron & Steel Products,709.97
533271,Ashoka Buildcon Limited,ASHOKA,ASHOKA BUILDCON LTD.,Active,A,5,INE442H01029,Civil Construction,6765.43
533272,JUPITER WAGONS LIMITED,JWL,Jupiter Wagons Ltd,Active,A,10,INE209L01016,Railway Wagons,21093.31
533273,OBEROI REALTY LIMITED,OBEROIRLTY,OBEROI REALTY LTD.,Active,A,10,INE093I01010,Residential- Commercial Projects,73113.14
533274,Prestige Estates Projects Limited,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A,10,INE811K01011,Residential- Commercial Projects,68972.83
533275,SHAH METACORP LIMITED,SHAH,Shah Metacorp Ltd,Active,T,1,INE482J01021,Iron & Steel Products,246.91
533278,Coal India Limited,COALINDIA,COAL INDIA LTD.,Active,A,10,INE522F01014,Coal,268263.56
533282,GRAVITA INDIA LIMITED,GRAVITA,GRAVITA INDIA LTD.,Active,A,2,INE024L01027,Industrial Minerals,14672.28
533284,RPP INFRA PROJECTS LIMITED,RPPINFRA,RPP INFRA PROJECTS LTD.,Active,T,10,INE324L01013,Civil Construction,680.12
533285,RDB Realty & Infrastructure Limited,RDBRIL,RDB REALTY & INFRASTRUCTURE LTD.,Active,XT,10,INE245L01010,Residential- Commercial Projects,900.72
533286,MOIL Limited,MOIL,MOIL LTD.,Active,A,10,INE490G01020,Industrial Minerals,6720.1
533287,ZEE LEARN LIMITED,ZEELEARN,ZEE LEARN LTD.,Active,B,1,INE565L01011,Education,315.78
533289,Kesar Terminals & Infrastructure Limited,KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.,Active,X,5,INE096L01025,Logistics Solution Provider,90.72
533292,A2Z Infra Engineering Limited,A2ZINFRA,A2Z Infra Engineering Limited,Active,B,10,INE619I01012,Civil Construction,317.19
533293,Kirloskar Oil Engines Limited,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,A,2,INE146L01010,Compressors- Pumps & Diesel Engines,16092.37
533294,Ravi Kumar Distilleries Limited,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,T,10,INE722J01012,Breweries & Distilleries,62.71
533295,PUNJAB & SIND BANK,PSB,PUNJAB & SIND BANK,Active,B,10,INE608A01012,Public Sector Bank,35590.16
533296,Future Market Networks Limited,FMNL,FUTURE MARKET NETWORKS LTD.,Active,T,10,INE360L01017,Diversified Commercial Services,83.67
533298,Surana Solar Limited,SURANASOL,Surana Solar Limited,Active,T,5,INE272L01022,Heavy Electrical Equipment,272.06
533301,SHEKHAWATI INDUSTRIES LIMITED,SHEKHAWATI,Shekhawati Industries Ltd,Active,T,10,INE268L01046,Other Textile Products,142.12
533302,Kalyani Investment Company Limited,KICL,KALYANI INVESTMENT COMPANY LTD.,Active,T,10,INE029L01018,Investment Company,2754.51
533303,BF Investment Limited,BFINVEST,BF INVESTMENT LTD.,Active,B,5,INE878K01010,Holding Company,2518.08
533306,SUMMIT SECURITIES LTD.,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B,10,INE519C01017,Investment Company,2885.27
533315,Innovassynth Investments Limited,INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.,Active,XT,10,INE690J01011,Investment Company,205.32
533316,STEL Holdings Limited,STEL,STEL Holdings Ltd,Active,T,10,INE577L01016,Investment Company,941.69
533317,OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,Z,10,INE474L01016,Specialty Chemicals,22.18
533326,Texmaco Rail & Engineering Limited,TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.,Active,A,1,INE621L01012,Industrial Products,8784.29
533329,Indian Terrain Fashions Limited,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B,2,INE611L01021,Garments & Apparels,231.42
533333,Fineotex Chemical Limited,FCL,FINEOTEX CHEMICAL LTD.,Active,A,2,INE045J01026,Specialty Chemicals,4086.67
533336,Dhunseri Investments Ltd,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B,10,INE320L01011,Investment Company,1335.98
533339,Zen Technologies Ltd.,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,A,1,INE251B01027,Aerospace & Defense,16924.48
533343,Lovable Lingerie Limited,LOVABLE,LOVABLE LINGERIE LTD.,Active,T,10,INE597L01014,Garments & Apparels,190.18
533344,PTC India Financial Services Limited,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,B,10,INE560K01014,Non Banking Financial Company (NBFC),2826.05
533398,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A,10,INE414G01012,Non Banking Financial Company (NBFC),76755.88
533407,CIL Nova Petrochemicals Limited,CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,Active,XT,10,INE672K01025,Other Textile Products,261.05
533427,VMS INDUSTRIES LIMITED,VMS,VMS INDUSTRIES LTD.,Active,X,10,INE932K01015,Port & Port services,123.08
533451,Karma Energy Limited,KARMAENG,KARMA ENERGY LTD.,Active,B,10,INE725L01011,Power Generation,85.92
533452,DELPHI WORLD MONEY LIMITED,DELPHIFX,Delphi World Money Ltd,Active,B,10,INE726L01019,Other Financial Services,314.42
